Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,Código del cultivo,area_sembrada_num,area_cosechada_num,diferencia_ha,ratio_cosechada_sembrada
05,Antioquia,05044,Anzá,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"5,00","10,00","15,00","1,50",1010402,5.0,10.0,5.0,2.0
05,Antioquia,05044,Anzá,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"10,00","43,00","64,50","1,50",1010404,10.0,43.0,33.0,4.3
05,Antioquia,05044,Anzá,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,Transitorio,"1,00","3,00","4,50","1,50",1010404,1.0,3.0,2.0,3.0
05,Antioquia,05044,Anzá,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024B,Transitorio,"1,00","4,50","6,75","1,50",1010404,1.0,4.5,3.5,4.5
05,Antioquia,05044,Anzá,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025B,Transitorio,"1,00","4,50","6,75","1,50",1010404,1.0,4.5,3.5,4.5
05,Antioquia,05045,Apartadó,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,Transitorio,"638,00","878,00","1.878,92","2,14",1010102,638.0,878.0,240.0,1.3761755485893417
05,Antioquia,05045,Apartadó,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023A,Transitorio,"726,00","758,00","1.713,84","2,26",1010102,726.0,758.0,32.0,1.044077134986226
05,Antioquia,05045,Apartadó,Cereales,Cereales,Arroz,Arroz secano manual,2025,2025A,Transitorio,"784,00","842,00","1.599,80","1,90",1010102,784.0,842.0,58.0,1.0739795918367347
05,Antioquia,05045,Apartadó,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"369,00","654,00","981,00","1,50",1010402,369.0,654.0,285.0,1.7723577235772359
05,Antioquia,05045,Apartadó,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"393,00","454,00","681,00","1,50",1010402,393.0,454.0,61.0,1.1552162849872774
05,Antioquia,05045,Apartadó,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"476,00","488,20","732,30","1,50",1010402,476.0,488.2,12.199999999999989,1.0256302521008402
05,Antioquia,05045,Apartadó,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"408,00","462,40","693,60","1,50",1010402,408.0,462.4,54.39999999999998,1.1333333333333333
05,Antioquia,05045,Apartadó,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"540,00","829,00","1.243,50","1,50",1010404,540.0,829.0,289.0,1.5351851851851852
05,Antioquia,05045,Apartadó,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025A,Transitorio,"478,00","553,00","829,50","1,50",1010404,478.0,553.0,75.0,1.1569037656903767
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","394,00","4.334,00","11,00",1081001,0.0,394.0,394.0,inf
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","526,00","5.786,00","11,00",1081001,0.0,526.0,526.0,inf
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","448,00","4.928,00","11,00",1081001,0.0,448.0,448.0,inf
05,Antioquia,05045,Apartadó,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","277,20","3.049,20","11,00",1081001,0.0,277.2,277.2,inf
05,Antioquia,05051,Arboletes,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"900,00","1.300,00","1.950,00","1,50",1010402,900.0,1300.0,400.0,1.4444444444444444
05,Antioquia,05051,Arboletes,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"900,00","1.550,00","2.325,00","1,50",1010402,900.0,1550.0,650.0,1.7222222222222223
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022A,Transitorio,"0,00","309,00","4.326,00","14,00",1080699,0.0,309.0,309.0,inf
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023A,Transitorio,"0,00","378,00","5.292,00","14,00",1080699,0.0,378.0,378.0,inf
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2024,2024A,Transitorio,"100,00","350,00","4.900,00","14,00",1080699,100.0,350.0,250.0,3.5
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"0,00","400,00","6.000,00","15,00",1081001,0.0,400.0,400.0,inf
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"0,00","529,00","7.935,00","15,00",1081001,0.0,529.0,529.0,inf
05,Antioquia,05051,Arboletes,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"150,00","730,00","9.490,00","13,00",1081001,150.0,730.0,580.0,4.866666666666666
05,Antioquia,05055,Argelia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"22,00","24,00","48,00","2,00",1010402,22.0,24.0,2.0,1.0909090909090908
05,Antioquia,05055,Argelia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"22,00","24,00","48,00","2,00",1010402,22.0,24.0,2.0,1.0909090909090908
05,Antioquia,05055,Argelia,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023A,Transitorio,"20,00","22,50","45,00","2,00",1010404,20.0,22.5,2.5,1.125
05,Antioquia,05055,Argelia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","33,00","231,00","7,00",1081001,0.0,33.0,33.0,inf
05,Antioquia,05055,Argelia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","37,50","262,50","7,00",1081001,0.0,37.5,37.5,inf
05,Antioquia,05055,Argelia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","8,00","56,00","7,00",1081001,0.0,8.0,8.0,inf
05,Antioquia,05059,Armenia,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"2,00","4,00","5,20","1,30",1060200,2.0,4.0,2.0,2.0
05,Antioquia,05059,Armenia,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"2,00","4,00","5,20","1,30",1060200,2.0,4.0,2.0,2.0
05,Antioquia,05059,Armenia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"2,00","8,00","12,80","1,60",1010402,2.0,8.0,6.0,4.0
05,Antioquia,05059,Armenia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"2,50","6,00","9,60","1,60",1010402,2.5,6.0,3.5,2.4
05,Antioquia,05059,Armenia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"2,50","7,00","11,20","1,60",1010402,2.5,7.0,4.5,2.8
05,Antioquia,05059,Armenia,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025B,Transitorio,"1,00","3,00","36,00","12,00",1052901,1.0,3.0,2.0,3.0
05,Antioquia,05079,Barbosa,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2025,2025B,Transitorio,"69,00","74,00","962,00","13,00",1051200,69.0,74.0,5.0,1.0724637681159421
05,Antioquia,05079,Barbosa,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023A,Transitorio,"270,00","295,00","590,00","2,00",1060200,270.0,295.0,25.0,1.0925925925925926
05,Antioquia,05079,Barbosa,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"117,00","207,00","476,10","2,30",1060200,117.0,207.0,90.0,1.7692307692307692
05,Antioquia,05079,Barbosa,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"122,00","216,00","347,41","1,61",1060200,122.0,216.0,94.0,1.7704918032786885
05,Antioquia,05079,Barbosa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"11,00","13,50","14,18","1,05",1010402,11.0,13.5,2.5,1.2272727272727273
05,Antioquia,05079,Barbosa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"12,00","14,00","23,80","1,70",1010402,12.0,14.0,2.0,1.1666666666666667
05,Antioquia,05079,Barbosa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"14,00","15,00","25,50","1,70",1010402,14.0,15.0,1.0,1.0714285714285714
05,Antioquia,05079,Barbosa,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"11,00","13,50","10,80","0,80",1010404,11.0,13.5,2.5,1.2272727272727273
05,Antioquia,05079,Barbosa,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024B,Transitorio,"10,00","12,00","19,20","1,60",1010404,10.0,12.0,2.0,1.2
05,Antioquia,05079,Barbosa,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025B,Transitorio,"10,00","12,00","20,40","1,70",1010404,10.0,12.0,2.0,1.2
05,Antioquia,05079,Barbosa,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023B,Transitorio,"13,00","20,00","150,00","7,50",1080701,13.0,20.0,7.0,1.5384615384615385
05,Antioquia,05079,Barbosa,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"11,00","21,00","157,50","7,50",1080701,11.0,21.0,10.0,1.9090909090909092
05,Antioquia,05079,Barbosa,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025B,Transitorio,"9,00","19,00","161,50","8,50",1080701,9.0,19.0,10.0,2.111111111111111
05,Antioquia,05079,Barbosa,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2022,2022A,Transitorio,"19,00","22,00","990,00","45,00",1052901,19.0,22.0,3.0,1.1578947368421053
05,Antioquia,05079,Barbosa,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2024,2024B,Transitorio,"10,00","16,00","608,00","38,00",1052901,10.0,16.0,6.0,1.6
05,Antioquia,05079,Barbosa,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025B,Transitorio,"12,00","14,00","462,00","33,00",1052901,12.0,14.0,2.0,1.1666666666666667
05,Antioquia,05086,Belmira,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"57,00","60,00","108,00","1,80",1060200,57.0,60.0,3.0,1.0526315789473684
05,Antioquia,05086,Belmira,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"40,00","57,00","114,00","2,00",1060200,40.0,57.0,17.0,1.425
05,Antioquia,05086,Belmira,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"80,00","85,00","170,00","2,00",1060200,80.0,85.0,5.0,1.0625
05,Antioquia,05086,Belmira,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"60,00","80,00","111,89","1,40",1060200,60.0,80.0,20.0,1.3333333333333333
05,Antioquia,05086,Belmira,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"40,00","60,00","240,00","4,00",1060200,40.0,60.0,20.0,1.5
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"9,00","16,00","32,00","2,00",1010402,9.0,16.0,7.0,1.7777777777777777
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"10,00","12,00","24,00","2,00",1010402,10.0,12.0,2.0,1.2
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024A,Transitorio,"8,00","9,00","17,62","1,96",1010402,8.0,9.0,1.0,1.125
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"20,00","30,00","60,00","2,00",1010402,20.0,30.0,10.0,1.5
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"5,00","8,00","15,66","1,96",1010402,5.0,8.0,3.0,1.6
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"15,00","20,00","39,15","1,96",1010402,15.0,20.0,5.0,1.3333333333333333
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"10,00","11,00","25,30","2,30",1010404,10.0,11.0,1.0,1.1
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz blanco tradicional,2024,2024A,Transitorio,"20,00","24,00","48,00","2,00",1010404,20.0,24.0,4.0,1.2
05,Antioquia,05086,Belmira,Cereales,Cereales,Maíz,Maíz blanco tradicional,2025,2025A,Transitorio,"0,00","20,00","40,00","2,00",1010404,0.0,20.0,20.0,inf
05,Antioquia,05086,Belmira,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025A,Transitorio,"0,00","50,00","450,00","9,00",1080702,0.0,50.0,50.0,inf
05,Antioquia,05086,Belmira,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023B,Transitorio,"400,00","420,00","5.880,00","14,00",1080701,400.0,420.0,20.0,1.05
05,Antioquia,05086,Belmira,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"350,00","405,00","4.050,00","10,00",1080701,350.0,405.0,55.0,1.1571428571428573
05,Antioquia,05088,Bello,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023B,Transitorio,"210,00","225,00","4.050,00","18,00",1080701,210.0,225.0,15.0,1.0714285714285714
05,Antioquia,05088,Bello,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024A,Transitorio,"43,50","52,00","936,00","18,00",1080701,43.5,52.0,8.5,1.1954022988505748
05,Antioquia,05088,Bello,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025A,Transitorio,"43,50","52,00","936,00","18,00",1080701,43.5,52.0,8.5,1.1954022988505748
05,Antioquia,05091,Betania,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"8,00","11,50","14,95","1,30",1060200,8.0,11.5,3.5,1.4375
05,Antioquia,05091,Betania,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"8,00","22,00","37,40","1,70",1060200,8.0,22.0,14.0,2.75
05,Antioquia,05091,Betania,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"8,00","43,00","107,50","2,50",1010402,8.0,43.0,35.0,5.375
05,Antioquia,05091,Betania,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"15,00","41,00","106,60","2,60",1010402,15.0,41.0,26.0,2.7333333333333334
05,Antioquia,05091,Betania,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"20,00","43,00","116,10","2,70",1010402,20.0,43.0,23.0,2.15
05,Antioquia,05091,Betania,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"22,00","41,00","110,70","2,70",1010402,22.0,41.0,19.0,1.8636363636363635
05,Antioquia,05091,Betania,Hortalizas,Hortalizas de fruto,Pepino Cohombro,Pepino cohombro,2024,2024B,Transitorio,"1,00","2,90","101,50","35,00",1052300,1.0,2.9,1.9,2.9
05,Antioquia,05091,Betania,Hortalizas,Hortalizas de fruto,Pimentón,Pimentón,2024,2024B,Transitorio,"2,00","6,00","210,00","35,00",1052500,2.0,6.0,4.0,3.0
05,Antioquia,05091,Betania,Hortalizas,Hortalizas de fruto,Pimentón,Pimentón,2025,2025B,Transitorio,"2,00","5,00","175,00","35,00",1052500,2.0,5.0,3.0,2.5
05,Antioquia,05091,Betania,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2024,2024B,Transitorio,"4,00","9,00","522,00","58,00",1052901,4.0,9.0,5.0,2.25
05,Antioquia,05091,Betania,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025B,Transitorio,"4,00","10,00","400,00","40,00",1052901,4.0,10.0,6.0,2.5
05,Antioquia,05091,Betania,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"0,00","8,00","144,00","18,00",1081001,0.0,8.0,8.0,inf
05,Antioquia,05091,Betania,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"0,00","5,00","75,00","15,00",1081001,0.0,5.0,5.0,inf
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"20,00","28,00","19,60","0,70",1060200,20.0,28.0,8.0,1.4
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","19,00","13,30","0,70",1060200,0.0,19.0,19.0,inf
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","19,00","13,30","0,70",1060200,0.0,19.0,19.0,inf
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","9,00","6,30","0,70",1060200,0.0,9.0,9.0,inf
05,Antioquia,05093,Betulia,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","20,00","14,00","0,70",1060200,0.0,20.0,20.0,inf
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","23,00","57,50","2,50",1010402,0.0,23.0,23.0,inf
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","23,00","57,50","2,50",1010402,0.0,23.0,23.0,inf
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","11,00","27,50","2,50",1010402,0.0,11.0,11.0,inf
05,Antioquia,05093,Betulia,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","30,00","75,00","2,50",1010402,0.0,30.0,30.0,inf
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2022,2022B,Transitorio,"0,00","4,00","10,00","2,50",1080702,0.0,4.0,4.0,inf
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2023,2023B,Transitorio,"0,00","4,00","12,00","3,00",1080702,0.0,4.0,4.0,inf
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2024,2024B,Transitorio,"0,00","2,00","6,00","3,00",1080702,0.0,2.0,2.0,inf
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025B,Transitorio,"0,00","4,00","12,00","3,00",1080702,0.0,4.0,4.0,inf
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"3,00","5,00","45,00","9,00",1081001,3.0,5.0,2.0,1.6666666666666667
05,Antioquia,05093,Betulia,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"2,00","3,00","27,00","9,00",1081001,2.0,3.0,1.0,1.5
05,Antioquia,05101,Ciudad Bolívar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","40,00","480,00","12,00",1081001,0.0,40.0,40.0,inf
05,Antioquia,05101,Ciudad Bolívar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","30,00","300,00","10,00",1081001,0.0,30.0,30.0,inf
05,Antioquia,05101,Ciudad Bolívar,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","25,00","300,00","12,00",1081001,0.0,25.0,25.0,inf
05,Antioquia,05107,Briceño,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022A,Transitorio,"18,00","20,00","35,46","1,77",1010102,18.0,20.0,2.0,1.1111111111111112
05,Antioquia,05107,Briceño,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023A,Transitorio,"15,00","20,00","30,94","1,55",1010102,15.0,20.0,5.0,1.3333333333333333
05,Antioquia,05107,Briceño,Cereales,Cereales,Arroz,Arroz secano manual,2024,2024B,Transitorio,"18,00","20,00","35,70","1,78",1010102,18.0,20.0,2.0,1.1111111111111112
05,Antioquia,05107,Briceño,Cereales,Cereales,Arroz,Arroz secano manual,2025,2025B,Transitorio,"19,00","22,00","39,27","1,78",1010102,19.0,22.0,3.0,1.1578947368421053
05,Antioquia,05107,Briceño,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"30,00","38,00","30,40","0,80",1060200,30.0,38.0,8.0,1.2666666666666666
05,Antioquia,05107,Briceño,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"20,00","25,00","25,00","1,00",1060200,20.0,25.0,5.0,1.25
05,Antioquia,05107,Briceño,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"19,00","22,00","22,00","1,00",1060200,19.0,22.0,3.0,1.1578947368421053
05,Antioquia,05107,Briceño,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"19,00","24,00","24,00","1,00",1060200,19.0,24.0,5.0,1.263157894736842
05,Antioquia,05107,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"20,00","30,00","27,00","0,90",1010402,20.0,30.0,10.0,1.5
05,Antioquia,05107,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,Transitorio,"15,00","25,00","20,00","0,80",1010402,15.0,25.0,10.0,1.6666666666666667
05,Antioquia,05107,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024A,Transitorio,"14,50","17,00","15,30","0,90",1010402,14.5,17.0,2.5,1.1724137931034482
05,Antioquia,05107,Briceño,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022A,Transitorio,"0,00","3,50","3,15","0,90",1010404,0.0,3.5,3.5,inf
05,Antioquia,05107,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","12,00","36,00","3,00",1081001,0.0,12.0,12.0,inf
05,Antioquia,05107,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","12,00","60,00","5,00",1081001,0.0,12.0,12.0,inf
05,Antioquia,05107,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","14,00","70,00","5,00",1081001,0.0,14.0,14.0,inf
05,Antioquia,05107,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"4,00","15,50","77,50","5,00",1081001,4.0,15.5,11.5,3.875
05,Antioquia,05113,Buriticá,Hortalizas,Hortalizas de hoja,Cilantro,Cilantro,2024,2024B,Transitorio,"0,80","1,00","18,00","18,00",1051300,0.8,1.0,0.19999999999999996,1.25
05,Antioquia,05113,Buriticá,Hortalizas,Hortalizas de hoja,Cilantro,Cilantro,2025,2025B,Transitorio,"0,80","1,00","12,00","12,00",1051300,0.8,1.0,0.19999999999999996,1.25
05,Antioquia,05113,Buriticá,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"50,00","212,00","212,00","1,00",1060200,50.0,212.0,162.0,4.24
05,Antioquia,05113,Buriticá,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"80,00","230,00","230,00","1,00",1060200,80.0,230.0,150.0,2.875
05,Antioquia,05113,Buriticá,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"130,00","228,00","228,00","1,00",1060200,130.0,228.0,98.0,1.7538461538461538
05,Antioquia,05113,Buriticá,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"130,00","320,00","416,00","1,30",1060200,130.0,320.0,190.0,2.4615384615384617
05,Antioquia,05113,Buriticá,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"15,00","63,00","63,00","1,00",1010402,15.0,63.0,48.0,4.2
05,Antioquia,05113,Buriticá,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"25,00","45,00","45,00","1,00",1010402,25.0,45.0,20.0,1.8
05,Antioquia,05113,Buriticá,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"40,00","78,00","78,00","1,00",1010402,40.0,78.0,38.0,1.95
05,Antioquia,05113,Buriticá,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"40,00","133,30","133,30","1,00",1010402,40.0,133.3,93.30000000000001,3.3325000000000005
05,Antioquia,05120,Cáceres,Cereales,Cereales,Arroz,Arroz secano manual,2022,2022B,Transitorio,"250,00","317,00","634,00","2,00",1010102,250.0,317.0,67.0,1.268
05,Antioquia,05120,Cáceres,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023A,Transitorio,"190,00","250,00","500,00","2,00",1010102,190.0,250.0,60.0,1.3157894736842106
05,Antioquia,05120,Cáceres,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,Transitorio,"450,00","640,00","1.280,00","2,00",1010102,450.0,640.0,190.0,1.4222222222222223
