metrica,valor_original,cantidad
Producción,"14.500,00",4
Producción,"14.520,00",4
Producción,"14.760,00",4
Producción,"15.018,50",4
Producción,"15.109,08",4
Producción,"15.400,00",4
Producción,"15.500,00",4
Producción,"15.750,00",4
Producción,"15.840,00",4
Producción,"15.960,00",4
Producción,"16.250,00",4
Producción,"16.560,00",4
Producción,"16.829,16",4
Producción,"17.094,00",4
Producción,"17.400,00",4
Producción,"17.743,00",4
Producción,"18.480,00",4
Producción,"18.750,00",4
Producción,"18.900,00",4
Producción,"19.950,00",4
Producción,"2.023,00",4
Producción,"2.035,00",4
Producción,"2.037,00",4
Producción,"2.055,00",4
Producción,"2.056,00",4
Producción,"2.058,00",4
Producción,"2.064,00",4
Producción,"2.088,00",4
Producción,"2.128,00",4
Producción,"2.196,00",4
Producción,"2.240,40",4
Producción,"2.255,00",4
Producción,"2.260,00",4
Producción,"2.288,00",4
Producción,"2.289,00",4
Producción,"2.300,10",4
Producción,"2.343,00",4
Producción,"2.365,00",4
Producción,"2.390,00",4
Producción,"2.392,00",4
Producción,"2.419,20",4
Producción,"2.424,00",4
Producción,"2.429,00",4
Producción,"2.464,00",4
Producción,"2.474,50",4
Producción,"2.485,00",4
Producción,"2.508,00",4
Producción,"2.530,00",4
Producción,"2.538,00",4
Producción,"2.548,00",4
Producción,"2.556,00",4
Producción,"2.568,00",4
Producción,"2.604,00",4
Producción,"2.620,00",4
Producción,"2.630,00",4
Producción,"2.655,00",4
Producción,"2.670,00",4
Producción,"2.675,00",4
Producción,"2.709,00",4
Producción,"2.717,00",4
Producción,"2.796,00",4
Producción,"2.816,00",4
Producción,"2.822,00",4
Producción,"2.890,00",4
Producción,"2.892,00",4
Producción,"2.898,00",4
Producción,"2.916,00",4
Producción,"2.961,00",4
Producción,"2.964,00",4
Producción,"20.440,00",4
Producción,"20.814,00",4
Producción,"20.880,00",4
Producción,"20.930,00",4
Producción,"21.510,00",4
Producción,"21.676,48",4
Producción,"21.690,00",4
Producción,"219.340,00",4
Producción,"22.200,00",4
Producción,"22.336,00",4
Producción,"23.400,00",4
Producción,"24.700,00",4
Producción,"25.020,00",4
Producción,"26.400,00",4
Producción,"26.600,00",4
Producción,"27.800,00",4
Producción,"28.500,00",4
Producción,"282.600,00",4
Producción,"29.700,00",4
Producción,"3.003,00",4
Producción,"3.025,00",4
Producción,"3.058,00",4
Producción,"3.066,00",4
Producción,"3.090,00",4
Producción,"3.135,00",4
Producción,"3.145,00",4
Producción,"3.154,00",4
Producción,"3.190,00",4
Producción,"3.192,00",4
Producción,"3.195,00",4
Producción,"3.206,00",4
Producción,"3.210,00",4
Producción,"3.216,00",4
Producción,"3.222,00",4
Producción,"3.230,00",4
Producción,"3.236,80",4
Producción,"3.312,00",4
Producción,"3.315,00",4
Producción,"3.328,60",4
Producción,"3.330,00",4
Producción,"3.336,00",4
Producción,"3.350,40",4
Producción,"3.366,00",4
Producción,"3.370,50",4
Producción,"3.486,00",4
Producción,"3.504,00",4
Producción,"3.560,00",4
Producción,"3.564,00",4
Producción,"3.576,00",4
Producción,"3.584,00",4
Producción,"3.705,00",4
Producción,"3.784,00",4
Producción,"3.792,00",4
Producción,"3.796,00",4
Producción,"3.798,00",4
Producción,"3.815,00",4
Producción,"3.846,00",4
Producción,"3.875,00",4
Producción,"3.880,00",4
Producción,"3.940,00",4
Producción,"3.948,60",4
Producción,"3.987,00",4
Producción,"30.750,00",4
Producción,"30.970,00",4
Producción,"32.400,00",4
Producción,"33.850,00",4
Producción,"33.950,00",4
Producción,"342.240,00",4
Producción,"35.739,33",4
Producción,"350.880,00",4
Producción,"36.300,00",4
Producción,"38.699,20",4
Producción,"39.200,00",4
Producción,"39.600,00",4
Producción,"4.020,00",4
Producción,"4.088,00",4
Producción,"4.100,60",4
Producción,"4.104,00",4
Producción,"4.116,00",4
Producción,"4.144,00",4
Producción,"4.245,00",4
Producción,"4.360,00",4
Producción,"4.368,00",4
Producción,"4.380,00",4
Producción,"4.396,00",4
Producción,"4.692,00",4
Producción,"4.740,00",4
Producción,"4.815,00",4
Producción,"4.845,00",4
Producción,"4.875,00",4
Producción,"4.890,00",4
Producción,"4.930,00",4
Producción,"4.980,00",4
Producción,"4.992,00",4
Producción,"4.998,00",4
Producción,"401.800,00",4
Producción,"44.350,00",4
Producción,"47.500,00",4
Producción,"49.172,00",4
Producción,"5.150,00",4
Producción,"5.190,00",4
Producción,"5.211,80",4
Producción,"5.300,00",4
Producción,"5.340,00",4
Producción,"5.440,00",4
Producción,"5.481,84",4
Producción,"5.487,67",4
Producción,"5.490,00",4
Producción,"5.544,00",4
Producción,"5.577,00",4
Producción,"5.632,00",4
Producción,"5.720,00",4
Producción,"5.900,00",4
Producción,"5.915,00",4
Producción,"5.934,00",4
Producción,"50.000,00",4
Producción,"56.000,00",4
Producción,"57.000,00",4
Producción,"58.500,00",4
Producción,"59.959,20",4
Producción,"6.144,00",4
Producción,"6.225,00",4
Producción,"6.230,00",4
Producción,"6.280,00",4
Producción,"6.450,00",4
Producción,"6.624,00",4
Producción,"6.708,00",4
Producción,"6.754,00",4
Producción,"6.760,00",4
Producción,"6.859,00",4
Producción,"6.860,00",4
Producción,"6.970,00",4
Producción,"622.980,00",4
Producción,"63.000,00",4
Producción,"7.008,00",4
Producción,"7.360,00",4
Producción,"7.425,00",4
Producción,"7.450,00",4
Producción,"7.546,00",4
Producción,"7.860,00",4
Producción,"7.995,00",4
Producción,"8.040,00",4
Producción,"8.085,00",4
Producción,"8.090,00",4
Producción,"8.175,00",4
Producción,"8.300,00",4
Producción,"8.360,00",4
Producción,"8.505,00",4
Producción,"8.720,00",4
Producción,"8.844,00",4
Producción,"8.883,75",4
Producción,"8.910,00",4
Producción,"8.940,00",4
Producción,"80.000,00",4
Producción,"9.280,00",4
Producción,"9.480,00",4
Producción,"9.540,00",4
Producción,"9.680,00",4
Producción,"9.889,20",4
Producción,"9.922,50",4
Producción,"1.000,80",3
Producción,"1.003,00",3
Producción,"1.004,00",3
Producción,"1.014,00",3
Producción,"1.019.400,00",3
Producción,"1.037,00",3
Producción,"1.038,00",3
Producción,"1.047,00",3
Producción,"1.048,80",3
Producción,"1.059,00",3
Producción,"1.063,20",3
Producción,"1.079,00",3
Producción,"1.096,00",3
Producción,"1.099,00",3
Producción,"1.102,00",3
Producción,"1.105,65",3
Producción,"1.106,00",3
Producción,"1.112,50",3
Producción,"1.118,00",3
Producción,"1.124,55",3
Producción,"1.133,00",3
Producción,"1.135,12",3
Producción,"1.135,80",3
Producción,"1.142,40",3
Producción,"1.144,80",3
Producción,"1.145,00",3
Producción,"1.159,00",3
Producción,"1.178,10",3
Producción,"1.182,50",3
Producción,"1.193,50",3
Producción,"1.204,00",3
Producción,"1.205,00",3
Producción,"1.207,50",3
Producción,"1.213,80",3
Producción,"1.221,00",3
Producción,"1.226,00",3
Producción,"1.236,90",3
Producción,"1.246,00",3
Producción,"1.263,60",3
Producción,"1.264.800,00",3
Producción,"1.267,25",3
Producción,"1.271,00",3
Producción,"1.272,00",3
Producción,"1.282,50",3
Producción,"1.291,00",3
Producción,"1.291,50",3
Producción,"1.296,60",3
Producción,"1.306,50",3
Producción,"1.316,00",3
Producción,"1.327,50",3
Producción,"1.333,50",3
Producción,"1.334,00",3
Producción,"1.338,75",3
Producción,"1.341,00",3
Producción,"1.344,24",3
Producción,"1.351,00",3
Producción,"1.354,50",3
Producción,"1.356,60",3
Producción,"1.371,50",3
Producción,"1.377,00",3
Producción,"1.388,05",3
Producción,"1.396,00",3
Producción,"1.402,50",3
Producción,"1.413,00",3
Producción,"1.414,00",3
Producción,"1.417,00",3
Producción,"1.421,00",3
Producción,"1.444,00",3
Producción,"1.444,20",3
Producción,"1.446,00",3
Producción,"1.448,40",3
Producción,"1.478,00",3
Producción,"1.491,00",3
Producción,"1.515,00",3
Producción,"1.519,00",3
Producción,"1.519,70",3
Producción,"1.521,00",3
Producción,"1.524,00",3
Producción,"1.528,52",3
Producción,"1.535,10",3
Producción,"1.552,00",3
Producción,"1.556,00",3
Producción,"1.574,37",3
Producción,"1.586,00",3
Producción,"1.588,00",3
Producción,"1.599,00",3
Producción,"1.605,00",3
Producción,"1.605,50",3
Producción,"1.612,00",3
Producción,"1.614,00",3
Producción,"1.618,50",3
Producción,"1.629,00",3
Producción,"1.641,75",3
Producción,"1.644,00",3
Producción,"1.647,00",3
Producción,"1.659,00",3
Producción,"1.677,97",3
Producción,"1.686,00",3
Producción,"1.692,00",3
Producción,"1.701,00",3
Producción,"1.708,62",3
Producción,"1.732,50",3
Producción,"1.745,60",3
Producción,"1.749,00",3
Producción,"1.751,00",3
Producción,"1.752,00",3
Producción,"1.754,40",3
Producción,"1.768,00",3
Producción,"1.775,00",3
Producción,"1.778,00",3
Producción,"1.788,00",3
Producción,"1.807,00",3
Producción,"1.825,00",3
Producción,"1.827,00",3
Producción,"1.829,00",3
Producción,"1.832,60",3
Producción,"1.856,00",3
Producción,"1.862,00",3
Producción,"1.880,20",3
Producción,"1.881,00",3
Producción,"1.885,00",3
Producción,"1.892,00",3
Producción,"1.898,00",3
Producción,"1.910,00",3
Producción,"1.926,00",3
Producción,"1.927,80",3
Producción,"1.932,00",3
Producción,"1.953,00",3
Producción,"1.957,50",3
Producción,"1.975,00",3
Producción,"1.976,00",3
Producción,"10.053,44",3
Producción,"10.100,00",3
Producción,"10.189,00",3
Producción,"10.368,00",3
Producción,"10.440,00",3
Producción,"10.563,00",3
Producción,"10.710,00",3
Producción,"10.728,00",3
Producción,"10.850,00",3
Producción,"10.880,00",3
Producción,"10.980,00",3
Producción,"101.970,00",3
Producción,"11.025,00",3
Producción,"11.088,00",3
Producción,"11.190,00",3
Producción,"11.328,00",3
Producción,"11.340,00",3
Producción,"11.430,00",3
Producción,"11.472,00",3
Producción,"11.610,00",3
Producción,"11.618,75",3
Producción,"11.640,00",3
Producción,"11.667,50",3
Producción,"11.711,00",3
Producción,"11.749,23",3
Producción,"11.830,50",3
Producción,"11.960,00",3
Producción,"11.990,00",3
Producción,"112.700,00",3
Producción,"12.060,00",3
Producción,"12.090,00",3
Producción,"12.120,00",3
Producción,"12.180,00",3
Producción,"12.360,00",3
Producción,"12.420,00",3
Producción,"12.430,00",3
Producción,"12.450,00",3
Producción,"12.480,00",3
Producción,"12.700,00",3
Producción,"12.780,00",3
Producción,"13.120,00",3
Producción,"13.140,00",3
Producción,"13.346,28",3
Producción,"13.350,00",3
Producción,"13.410,00",3
Producción,"13.536,00",3
Producción,"13.576,00",3
Producción,"13.640,00",3
Producción,"13.680,00",3
Producción,"13.972,50",3
Producción,"14.087,00",3
Producción,"14.110,00",3
Producción,"14.220,00",3
Producción,"14.240,00",3
Producción,"14.250,00",3
Producción,"14.311,50",3
Producción,"14.420,00",3
Producción,"14.518,00",3
Producción,"14.560,00",3
Producción,"14.750,00",3
Producción,"14.875,00",3
Producción,"14.960,00",3
Producción,"144.312,00",3
Producción,"149.264,00",3
Producción,"15.050,00",3
Producción,"15.240,42",3
Producción,"15.660,00",3
Producción,"15.870,00",3
Producción,"16.120,00",3
Producción,"16.240,00",3
Producción,"16.275,00",3
Producción,"16.470,00",3
Producción,"16.660,00",3
Producción,"16.677,00",3
Producción,"16.900,00",3
Producción,"161.100,00",3
Producción,"17.220,00",3
Producción,"17.608,00",3
Producción,"17.625,00",3
Producción,"172.680,00",3
Producción,"18.200,00",3
Producción,"18.500,00",3
Producción,"18.720,00",3
Producción,"18.760,00",3
Producción,"183.820,00",3
Producción,"186.750,00",3
Producción,"189.000,00",3
Producción,"19.002,00",3
Producción,"19.290,00",3
Producción,"19.440,00",3
Producción,"19.505,00",3
Producción,"2.002,00",3
Producción,"2.030,70",3
Producción,"2.032,00",3
Producción,"2.034,00",3
Producción,"2.046,00",3
Producción,"2.065,00",3
Producción,"2.079,00",3
Producción,"2.082,90",3
Producción,"2.093,00",3
Producción,"2.097,00",3
Producción,"2.107,50",3
Producción,"2.109,00",3
Producción,"2.112,00",3
Producción,"2.121,00",3
Producción,"2.128,50",3
Producción,"2.168,40",3
Producción,"2.208,00",3
Producción,"2.214,00",3
Producción,"2.235,00",3
Producción,"2.250,60",3
Producción,"2.254,00",3
Producción,"2.262,00",3
Producción,"2.280,60",3
Producción,"2.284,80",3
Producción,"2.290,00",3
Producción,"2.295,00",3
Producción,"2.296,00",3
Producción,"2.307,50",3
Producción,"2.336,00",3
Producción,"2.337,00",3
Producción,"2.345,00",3
Producción,"2.356,20",3
Producción,"2.364,00",3
Producción,"2.387,00",3
Producción,"2.392,20",3
Producción,"2.403,00",3
Producción,"2.408,00",3
Producción,"2.436,00",3
Producción,"2.444,00",3
Producción,"2.476,00",3
Producción,"2.491,00",3
Producción,"2.499,00",3
Producción,"2.502,00",3
Producción,"2.502,50",3
Producción,"2.506,00",3
Producción,"2.525,00",3
Producción,"2.536,00",3
Producción,"2.545,20",3
Producción,"2.547,00",3
Producción,"2.573,00",3
Producción,"2.575,00",3
Producción,"2.595,00",3
Producción,"2.596,00",3
Producción,"2.622,00",3
Producción,"2.638,40",3
Producción,"2.646,40",3
Producción,"2.665,00",3
Producción,"2.675,40",3
Producción,"2.679,00",3
Producción,"2.686,00",3
Producción,"2.688,00",3
Producción,"2.715,80",3
Producción,"2.727,60",3
Producción,"2.744,00",3
Producción,"2.748,00",3
Producción,"2.752,00",3
Producción,"2.759,00",3
Producción,"2.768,00",3
Producción,"2.774,00",3
Producción,"2.776,50",3
Producción,"2.785,00",3
Producción,"2.793,44",3
Producción,"2.797,50",3
Producción,"2.812,50",3
Producción,"2.830,00",3
Producción,"2.840,00",3
Producción,"2.849,22",3
Producción,"2.862,00",3
Producción,"2.868,00",3
Producción,"2.896,00",3
Producción,"2.907,00",3
Producción,"2.910,00",3
Producción,"2.917,98",3
Producción,"2.919,00",3
Producción,"2.944,00",3
Producción,"2.945,00",3
Producción,"2.948,00",3
Producción,"2.952,00",3
Producción,"2.968,00",3
Producción,"20.196,00",3
Producción,"20.250,00",3
Producción,"21.355,00",3
Producción,"21.455,50",3
Producción,"21.500,00",3
Producción,"21.532,00",3
Producción,"21.540,00",3
Producción,"21.780,00",3
Producción,"217.075,00",3
Producción,"22.425,00",3
Producción,"23.304,00",3
Producción,"23.520,00",3
Producción,"23.800,00",3
Producción,"23.851,30",3
Producción,"23.870,00",3
Producción,"24.500,00",3
Producción,"24.600,00",3
Producción,"24.640,00",3
Producción,"25.400,00",3
Producción,"25.470,00",3
Producción,"25.972,00",3
Producción,"26.112,00",3
Producción,"26.700,00",3
Producción,"26.790,00",3
Producción,"27.000,00",3
Producción,"27.200,00",3
Producción,"27.300,00",3
Producción,"27.600,00",3
Producción,"28.800,00",3
Producción,"29.050,00",3
Producción,"29.400,00",3
Producción,"29.960,00",3
Producción,"3.030,50",3
Producción,"3.036,00",3
Producción,"3.056,00",3
Producción,"3.087,00",3
Producción,"3.096,00",3
Producción,"3.101,10",3
Producción,"3.102,00",3
Producción,"3.108,00",3
Producción,"3.116,00",3
Producción,"3.136,00",3
Producción,"3.160,00",3
Producción,"3.164,00",3
Producción,"3.202,90",3
Producción,"3.228,00",3
Producción,"3.260,00",3
Producción,"3.270,00",3
Producción,"3.321,00",3
Producción,"3.367,00",3
Producción,"3.408,00",3
Producción,"3.410,00",3
Producción,"3.412,40",3
Producción,"3.430,00",3
Producción,"3.468,00",3
Producción,"3.509,75",3
Producción,"3.519,00",3
Producción,"3.540,00",3
Producción,"3.606,00",3
Producción,"3.620,00",3
Producción,"3.624,00",3
Producción,"3.625,00",3
Producción,"3.648,00",3
Producción,"3.690,00",3
Producción,"3.713,10",3
Producción,"3.768,00",3
Producción,"3.770,00",3
Producción,"3.789,00",3
Producción,"3.810,00",3
Producción,"3.816,00",3
Producción,"3.845,40",3
Producción,"3.888,00",3
Producción,"3.930,00",3
Producción,"31.000,00",3
Producción,"31.360,00",3
Producción,"33.450,00",3
Producción,"33.700,00",3
Producción,"34.320,00",3
Producción,"347.136,00",3
Producción,"35.000,00",3
Producción,"36.387,00",3
Producción,"36.800,00",3
Producción,"36.907,00",3
Producción,"37.000,00",3
Producción,"37.800,00",3
Producción,"4.012,50",3
Producción,"4.014,00",3
Producción,"4.016,00",3
Producción,"4.030,00",3
Producción,"4.086,00",3
Producción,"4.092,00",3
Producción,"4.147,00",3
Producción,"4.158,00",3
Producción,"4.170,00",3
Producción,"4.176,00",3
Producción,"4.185,00",3
Producción,"4.186,08",3
Producción,"4.196,00",3
Producción,"4.221,00",3
Producción,"4.224,00",3
Producción,"4.235,00",3
Producción,"4.256,00",3
Producción,"4.335,00",3
Producción,"4.340,00",3
Producción,"4.356,00",3
Producción,"4.462,50",3
Producción,"4.474,40",3
Producción,"4.485,00",3
Producción,"4.499,00",3
Producción,"4.510,00",3
Producción,"4.524,00",3
Producción,"4.536,00",3
Producción,"4.613,00",3
Producción,"4.626,00",3
Producción,"4.644,00",3
Producción,"4.688,00",3
Producción,"4.746.000,00",3
Producción,"4.764,00",3
Producción,"4.784,00",3
Producción,"4.785,00",3
Producción,"4.816,00",3
Producción,"4.848,00",3
Producción,"4.896,41",3
Producción,"4.987,50",3
Producción,"40.260,00",3
Producción,"40.400,00",3
Producción,"40.450,00",3
Producción,"40.797,00",3
Producción,"40.800,00",3
Producción,"41.580,00",3
Producción,"41.600,00",3
Producción,"41.760,00",3
Producción,"42.600,00",3
Producción,"44.600,00",3
Producción,"45.600,00",3
Producción,"46.050,24",3
Producción,"49.200,00",3
Producción,"49.367,50",3
Producción,"49.724,80",3
Producción,"5.020,00",3
Producción,"5.058,00",3
Producción,"5.085,00",3
Producción,"5.099,50",3
Producción,"5.143,35",3
Producción,"5.152,00",3
Producción,"5.170,00",3
Producción,"5.184,00",3
Producción,"5.270,00",3
Producción,"5.287,15",3
Producción,"5.310,00",3
Producción,"5.350,00",3
Producción,"5.364,00",3
Producción,"5.380,00",3
Producción,"5.424,00",3
Producción,"5.425,00",3
